text,Sentiment,Project_Status
['Uhuru _ ’ _ deputy was _ going _ _ _ launching projects in an effort _ _ _ seen as … https: / / t. _ / s7HjfPpzbv'],0,0
"['_ _ Sh310bn _ complete infrastructural _: _, Kenya _ 10 - The government has set aside … _: / / _. co / _']",1,0
['None _ the _ launched or _ during _ Madaraka _ are _ by or meant _ serve Kisumu county … https: / / t. _ / _'],0,0
"[""_ of President Uhuru _ ' s mega projects, _ Nairobi Expressway, _ shape _ _ _ _: / / _. co / ebz4wLy1cH""]",1,0
"[""ODM _ Raila _ ' s _ _ on madaraka _ _ _ _ but in alignment of 2013 on counties _ … https: / / t. co / _""]",1,0
['@ J_Ladiva @ _ @ PSCharlesHinga @ StateHouseKenya # _ _ _ Got a _ _ HE t … _: / / t. _ / _'],1,0
['None of the projects launched or mentioned during the Madaraka time period be have by or meant to serve Kisumu county … https: / / t. co / JhYrJKa3Jz'],0,0
['_ _ the projects _ or mentioned during _ Madaraka period are _ by or meant to serve _ _ … _: / / t. _ / JhYrJKa3Jz'],0,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Projection Got a nod from atomic number 2 t … http: / / t. co / LcKCZflqiz'],1,0
['@ J_Ladiva @ Riverlineridges @ _ @ StateHouseKenya # RiverlineRidgesRuiruKE the _ _ _ _ _ HE t _ https: / / t. _ / _'],1,0
"['Govt _ _ to complete infrastructural _: _, Kenya _ _ - The government has set aside … _: / / _. co / _']",1,0
"[""_ Leader _ Odinga ' _ project _ on madaraka _ not _ _ _ in alignment _ _ on counties contri … https: / / t. co / 3HV17xUeTU""]",1,0
"['_ allocates Sh310bn to _ infrastructural projects: _, Kenya June _ - _ _ _ set aside _ https: / / t. co / _']",1,0
['_ Kenyatta _ _ deputy _ busy going around the country _ projects in an effort that _ _ seen _ … _: / / t. _ / s7HjfPpzbv'],0,0
"[""_ of _ _ Kenyatta ' s mega projects, _ Nairobi _, taking _ day by day _: / / _. co / _""]",1,0
"[""One of President Uhuru _ ' _ mega projects, the _ Expressway, taking _ _ _ _ https: / / t. _ / _""]",1,0
['Chairperson Uhuru Republic of kenya pop out an challenging project name the Kenya Affordable Housing Task. Through this projec … https: / / t. colorado / xnA3SSRSqo'],1,0
['Uhuru _ _ s _ was busy going around _ _ launching projects _ _ _ _ was largely seen as … _: / / t. co / s7HjfPpzbv'],0,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Project Got a nod from HE t … https: / / t. centennial state / LcKCZflqiz'],1,0
"['Govt allocate Sh310bn to make out infrastructural projects: NAIROBI, Republic of kenya June tenner - The government has lay out aside … https: / / triiodothyronine. co / 2bybgVKlqN']",1,0
['None of the task launched beaver state mentioned during the Madaraka period are have by or think to serve Kisumu county … https: / / metric ton. carbon monoxide / JhYrJKa3Jz'],0,0
['_ of the _ _ or mentioned during _ _ period are owned by or meant to _ Kisumu _ … https: / / t. _ / _'],0,0
"[""One _ President _ _ ' s _ projects, the Nairobi Expressway, _ _ _ _ day https: / / t. _ / ebz4wLy1cH""]",1,0
['President _ Kenya started an _ _ _ _ Kenya Affordable Housing Project. Through _ _ _ https: / / _. co / xnA3SSRSqo'],1,0
['_ _ ’ s deputy _ busy going around the country _ projects in _ effort _ was _ _ as _ https: / / t. _ / s7HjfPpzbv'],0,0
['None _ the _ launched or mentioned _ the Madaraka _ are _ _ or meant to serve _ _ … _: / / t. co / JhYrJKa3Jz'],0,0
"The worst part is William Ruto promising mega projects then launching ghost projects country-wide ,making President… https://t.co/pnEbnOOf7Q",1,0
"[""I of President Uhuru Kenyatta ' s mega project, the Nairobi Thruway, taking human body solar day by day https: / / t. atomic number 27 / ebz4wLy1cH""]",1,0
['President Uhuru Kenya started an challenging labor call the Kenya Affordable Trapping Project. Done this projec … hypertext transfer protocol: / / metric ton. atomic number 27 / xnA3SSRSqo'],1,0
['President of the united states Uhuru Kenya start an ambitious project call in the Kenya Affordable Housing Task. Through this projec … hypertext transfer protocol: / / liothyronine. co / xnA3SSRSqo'],1,0
"[""ODM Leader _ _ ' s project launched _ _ day not a _ _ _ alignment of 2013 on counties contri _ https: / / _. co / _""]",1,0
"[""ODM Leader _ _ ' s _ _ _ madaraka day not a fevour but in alignment of 2013 _ counties contri _ https: / / _. _ / _""]",1,0
"[""_ of President Uhuru _ ' _ _ _, the _ Expressway, taking shape day _ day https: / / t. _ / _""]",1,0
"['Govt apportion Sh310bn to dispatch infrastructural projects: NAIROBI, Kenya June decade - The government have set divagation … https: / / t. conscientious objector / 2bybgVKlqN']",1,0
['_ Uhuru Kenya started _ _ project called _ Kenya _ _ Project. Through this projec _ https: / / _. co / _'],1,0
['Uhuru _ ’ s deputy was busy going around the _ launching _ _ an _ that _ largely _ _ _ https: / / t. _ / s7HjfPpzbv'],0,0
['President Uhuru _ started _ _ project called the Kenya Affordable Housing Project. Through _ _ … _: / / _. _ / _'],1,0
"[""_ _ President _ Kenyatta ' s _ projects, _ Nairobi _, taking _ _ _ day https: / / t. co / ebz4wLy1cH""]",1,0
"[""ODM Leader Raila Odinga ' s undertaking launched on madaraka day non a fevour only in alignment of 2013 on county contri … https: / / t. co / 3HV17xUeTU""]",1,0
"['Govt allocates _ to _ _ _: NAIROBI, _ June _ - The government has _ _ … https: / / t. _ / 2bybgVKlqN']",1,0
['Uhuru Kenyatta ’ s deputy sheriff live busy going around the country launch undertaking in an effort that be for the most part find as … https: / / t. carbon monoxide gas / s7HjfPpzbv'],0,0
['_ _ Kenya _ an ambitious project called the Kenya _ Housing Project. Through _ _ _ https: / / t. _ / _'],1,0
"['Govt allocates Sh310bn to _ _ _: NAIROBI, _ June 10 - _ _ has _ _ … _: / / t. co / 2bybgVKlqN']",1,0
['President of the united states Uhuru Kenya pop an challenging project called the Kenya Affordable Housing Project. Through this projec … https: / / t. conscientious objector / xnA3SSRSqo'],1,0
['Uhuru _ ’ _ _ _ _ going around the country _ _ in _ effort that was largely seen _ … https: / / t. _ / s7HjfPpzbv'],0,0
['Uhuru Kenyatta ’ s deputy was busy proceed around the country set up projects in an effort that was largely seen as … https: / / t. carbon monoxide / s7HjfPpzbv'],0,0
['None of the _ launched _ _ during _ Madaraka period are owned _ or meant to _ Kisumu county … _: / / t. _ / _'],0,0
['Chief executive Uhuru Kenya started an challenging project called the Republic of kenya Affordable Living accommodations Project. Through this projec … https: / / metric ton. centennial state / xnA3SSRSqo'],1,0
['President Uhuru Kenya started _ _ _ called _ Kenya _ Housing Project. Through _ projec … _: / / t. _ / _'],1,0
"[""_ of _ Uhuru _ ' s mega _, the Nairobi _, _ _ _ by day _: / / t. co / ebz4wLy1cH""]",1,0
"[""ODM _ Raila _ ' s _ _ on madaraka day _ a fevour but in alignment of _ on counties contri _ _: / / t. _ / _""]",1,0
"['Govt allocates Sh310bn to make out infrastructural labor: capital of kenya, Republic of kenya June 10 - The government has set away … hypertext transfer protocol: / / t. co / 2bybgVKlqN']",1,0
"[""ODM Leader Raila Odinga ' sulfur labor launch on madaraka day not a fevour merely in alignment of 2013 on counties contri … http: / / t. co / 3HV17xUeTU""]",1,0
['United states president Uhuru Kenya started an ambitious projection called the Republic of kenya Affordable Housing Projection. Done this projec … https: / / tonne. cobalt / xnA3SSRSqo'],1,0
['None of the project launch surgery mentioned during the Madaraka period are own by or imply to serve Kisumu county … hypertext transfer protocol: / / triiodothyronine. co / JhYrJKa3Jz'],0,0
['_ _ ’ _ deputy was _ _ around the country _ projects in _ _ that was largely seen as … _: / / t. _ / s7HjfPpzbv'],0,0
['President Uhuru Kenya bug out an ambitious project called the Kenya Affordable Housing Projection. Through this projec … hypertext transfer protocol: / / deoxythymidine monophosphate. carbon monoxide / xnA3SSRSqo'],1,0
['Uhuru Kenyatta ’ s deputy was interfering kick the bucket around the country establish projects in an cause that was mostly seen as … https: / / t. centennial state / s7HjfPpzbv'],0,0
['Uhuru _ _ _ deputy was _ _ around the _ launching projects in an _ _ _ largely seen as … https: / / t. co / _'],0,0
"['Govt allocates _ to complete _ _: _, Kenya _ _ - The government _ set _ … https: / / t. co / _']",1,0
"[""ODM Leader Raila Odinga ' s projection launched on madaraka day not a fevour only in alignment of 2013 on county contri … http: / / tonne. co / 3HV17xUeTU""]",1,0
"[""ODM Leader Raila Odinga ' randomness project launched on madaraka day non a fevour but in conjunction of 2013 on counties contri … https: / / mt. carbon monoxide / 3HV17xUeTU""]",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Undertaking Got a nod from helium t … https: / / triiodothyronine. co / LcKCZflqiz'],1,0
['President _ Kenya started _ _ _ called _ Kenya _ Housing _. _ this projec … https: / / t. _ / xnA3SSRSqo'],1,0
"[""One _ President Uhuru _ ' _ mega projects, the Nairobi Expressway, _ _ day _ day _: / / _. _ / ebz4wLy1cH""]",1,0
"[""One of President Uhuru Kenyatta ' reciprocal ohm mega labor, the Capital of kenya Expressway, take build day by daytime hypertext transfer protocol: / / t. atomic number 27 / ebz4wLy1cH""]",1,0
['Uhuru Kenyatta ’ s lieutenant follow busy going around the body politic launch task in an effort that was largely seen as … hypertext transfer protocol: / / triiodothyronine. co / s7HjfPpzbv'],0,0
"[""One of Chairperson Uhuru Kenyatta ' entropy mega projects, the Nairobi Expressway, taking contour twenty four hours by sidereal day https: / / t. co / ebz4wLy1cH""]",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Undertaking Got a nod from HE t … http: / / thyroxin. co / LcKCZflqiz'],1,0
['None of the projects launch beaver state mentioned during the Madaraka period be owned by surgery mean to serve Kisumu county … http: / / t. co / JhYrJKa3Jz'],0,0
['Chairman Uhuru Kenya start an ambitious undertaking called the Kenya Affordable Lodging Project. Through with this projec … http: / / t. conscientious objector / xnA3SSRSqo'],1,0
['President Uhuru Kenya _ _ _ _ called the Kenya _ Housing _. Through _ _ … https: / / t. _ / xnA3SSRSqo'],1,0
['@ J_Ladiva @ _ @ _ @ _ # RiverlineRidgesRuiruKE _ Project _ _ _ _ HE t … https: / / t. _ / LcKCZflqiz'],1,0
['Chairman Uhuru Republic of kenya bulge an ambitious task call off the Republic of kenya Affordable Housing Project. Through this projec … http: / / tetraiodothyronine. co / xnA3SSRSqo'],1,0
"[""ODM Loss leader Raila Odinga ' south undertaking establish on madaraka twenty four hour period not a fevour but in alignment of 2013 on county contri … https: / / t. co / 3HV17xUeTU""]",1,0
['United states president Uhuru Kenya begin an challenging project bid the Kenya Affordable Housing Task. Through this projec … hypertext transfer protocol: / / t. conscientious objector / xnA3SSRSqo'],1,0
"['Govt allocate Sh310bn to finish infrastructural projects: NAIROBI, Kenya June ten - The government has coiffe aside … https: / / metric ton. carbon monoxide / 2bybgVKlqN']",1,0
['Uhuru Kenyatta ’ s deputy was _ going around _ country launching projects in an _ that _ _ _ as _ _: / / _. _ / s7HjfPpzbv'],0,0
['President Uhuru Kenya start an ambitious project call the Kenya Affordable Trapping Project. Through with this projec … http: / / thyroxine. co / xnA3SSRSqo'],1,0
['None _ _ projects launched _ mentioned during the Madaraka period _ owned by _ meant to serve Kisumu _ _ _: / / _. co / JhYrJKa3Jz'],0,0
['None of the project launch or bring up during the Madaraka period are owned by or meant to suffice Kisumu county … https: / / tetraiodothyronine. co / JhYrJKa3Jz'],0,0
"[""One of _ _ Kenyatta ' _ _ projects, the _ Expressway, taking _ _ _ day _: / / t. co / ebz4wLy1cH""]",1,0
['Uhuru Kenyatta ’ _ deputy _ _ going _ _ country launching projects in an effort _ _ largely seen as … _: / / _. _ / s7HjfPpzbv'],0,0
['Chair Uhuru Kenya started an ambitious project call up the Kenya Affordable Housing Undertaking. Done this projec … https: / / thymine. atomic number 27 / xnA3SSRSqo'],1,0
['Uhuru Kenyatta ’ s deputy exist busy going around the country launching projects in an exploit that be mostly seen as … http: / / t. carbon monoxide gas / s7HjfPpzbv'],0,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ _ # _ the Project Got _ nod _ _ _ … https: / / _. _ / _'],1,0
['Uhuru Kenyatta ’ _ deputy was _ going around the country _ projects _ an effort that _ _ _ as _ _: / / t. _ / s7HjfPpzbv'],0,0
"['Govt allocates Sh310bn to complete _ _: NAIROBI, _ _ 10 - _ _ has _ _ … _: / / t. co / 2bybgVKlqN']",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Project Got a nod from helium t … http: / / t. co / LcKCZflqiz'],1,0
['Uhuru Kenyatta ’ s deputy was busy going around _ _ launching projects _ _ _ that was largely seen _ … _: / / _. _ / _'],0,0
['None of the undertaking launched or mentioned during the Madaraka period are own by or mean to serve Kisumu county … https: / / t. atomic number 27 / JhYrJKa3Jz'],0,0
['Uhuru _ ’ s deputy _ busy going around _ _ launching projects in an _ that _ _ seen as _ https: / / _. co / _'],0,0
['None of the projects launched beaver state mentioned during the Madaraka period be owned by or mean to process Kisumu county … https: / / t. centennial state / JhYrJKa3Jz'],0,0
['None of the projects launched or mention during the Madaraka period are own by or mean to serve Kisumu county … hypertext transfer protocol: / / thyroxine. colorado / JhYrJKa3Jz'],0,0
"[""ODM Leader _ Odinga ' s _ launched _ madaraka _ not a fevour _ _ alignment of 2013 _ counties _ … https: / / _. co / _""]",1,0
"[""One _ _ _ Kenyatta ' _ mega projects, the Nairobi Expressway, taking _ day _ day https: / / _. _ / _""]",1,0
"[""1 of President Uhuru Kenyatta ' randomness mega projects, the Nairobi Expressway, taking figure daytime by 24 hour interval https: / / t. co / ebz4wLy1cH""]",1,0
['_ of the projects launched or _ _ the Madaraka _ are _ _ or meant _ serve Kisumu county _ https: / / _. co / JhYrJKa3Jz'],0,0
['_ of _ projects launched or mentioned during _ _ _ are owned by or _ to serve _ county _ https: / / t. co / _'],0,0
"['_ _ Sh310bn to complete infrastructural projects: NAIROBI, _ _ 10 - The _ has set _ … _: / / t. _ / _']",1,0
"[""One of Chief executive Uhuru Kenyatta ' reciprocal ohm mega projects, the Nairobi Expressway, guide build clarence day by day hypertext transfer protocol: / / t. atomic number 27 / ebz4wLy1cH""]",1,0
"[""One of President Uhuru Kenyatta ' entropy mega task, the Capital of kenya Expressway, taking shape daytime by day https: / / mt. co / ebz4wLy1cH""]",1,0
['_ _ _ started an ambitious _ called _ _ Affordable Housing Project. Through _ projec … _: / / t. _ / xnA3SSRSqo'],1,0
['None of the _ launched or mentioned during the _ _ _ _ _ or meant to serve Kisumu county _ _: / / _. co / JhYrJKa3Jz'],0,0
"['Govt _ Sh310bn to _ infrastructural _: NAIROBI, _ _ 10 - The _ has _ aside … _: / / t. co / _']",1,0
"['Govt _ _ to complete _ projects: _, Kenya _ 10 - The government has set _ … _: / / _. _ / 2bybgVKlqN']",1,0
['_ of the _ _ _ mentioned during _ _ period are owned _ or meant to serve Kisumu _ … _: / / t. co / JhYrJKa3Jz'],0,0
"[""Unrivalled of Prexy Uhuru Kenyatta ' s mega projects, the Nairobi Expressway, take form day by twenty four hours http: / / thyroxin. co / ebz4wLy1cH""]",1,0
"[""I of President Uhuru Kenyatta ' second mega projects, the Nairobi Thruway, taking shape solar day by day https: / / triiodothyronine. co / ebz4wLy1cH""]",1,0
['None of the project plunge or bring up during the Madaraka period are own by oregon meant to assist Kisumu county … http: / / t. co / JhYrJKa3Jz'],0,0
['None of the projects set up oregon mentioned during the Madaraka period are own by or meant to serve Kisumu county … https: / / metric ton. atomic number 27 / JhYrJKa3Jz'],0,0
['Uhuru Kenyatta ’ s deputy personify busybodied become around the state launching projects in an effort that was largely seen as … http: / / t. conscientious objector / s7HjfPpzbv'],0,0
"['Govt allocates Sh310bn to dispatch infrastructural projects: NAIROBI, Republic of kenya June decade - The governance has specify aside … http: / / t. carbon monoxide gas / 2bybgVKlqN']",1,0
"['Govt allocates Sh310bn to complete infrastructural projection: NAIROBI, Kenya June 10 - The government has mark away … https: / / thyroxine. colorado / 2bybgVKlqN']",1,0
['Uhuru _ ’ s _ _ busy going around the _ launching projects in _ effort _ _ _ seen as … _: / / _. co / s7HjfPpzbv'],0,0
"['Govt allocates Sh310bn to complete infrastructural projects: NAIROBI, Kenya June ten - The government has set parenthesis … http: / / t. centennial state / 2bybgVKlqN']",1,0
['Chairperson Uhuru Republic of kenya commence an ambitious labor call the Kenya Affordable Housing Labor. Through this projec … hypertext transfer protocol: / / thyroxine. co / xnA3SSRSqo'],1,0
['President Uhuru Kenya start out an ambitious project holler the Republic of kenya Affordable Housing Project. Done this projec … hypertext transfer protocol: / / mt. carbon monoxide gas / xnA3SSRSqo'],1,0
"['Govt allocates Sh310bn to fill out infrastructural labor: capital of kenya, Republic of kenya June 10 - The government activity have set away … https: / / thymine. conscientious objector / 2bybgVKlqN']",1,0
"['Govt allocates Sh310bn to fill out infrastructural projects: NAIROBI, Kenya June tenner - The government have set aside … http: / / tetraiodothyronine. co / 2bybgVKlqN']",1,0
"[""1 of United states president Uhuru Kenyatta ' s mega labor, the Capital of kenya Expressway, taking shape day by day https: / / t. co / ebz4wLy1cH""]",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Project Got a nod from HE t … https: / / t. carbon monoxide gas / LcKCZflqiz'],1,0
"[""Nonpareil of President Uhuru Kenyatta ' reciprocal ohm mega projects, the Nairobi Thruway, taking shape day by day hypertext transfer protocol: / / triiodothyronine. conscientious objector / ebz4wLy1cH""]",1,0
"[""One of President Uhuru Kenyatta ' s mega projection, the Nairobi Freeway, get shape day by clarence shepard day jr. http: / / t. co / ebz4wLy1cH""]",1,0
"['Govt allocate Sh310bn to finish infrastructural projects: capital of kenya, Republic of kenya June 10 - The government have set aside … https: / / t. co / 2bybgVKlqN']",1,0
"[""One of President Uhuru Kenyatta ' s mega projection, the Nairobi State highway, contract shape sidereal day by daytime hypertext transfer protocol: / / t. co / ebz4wLy1cH""]",1,0
['_ Kenyatta ’ s _ _ busy _ around the country _ projects in an effort that was _ seen _ _ _: / / _. co / s7HjfPpzbv'],0,0
['President Uhuru _ started an _ project called _ _ _ _ Project. _ _ projec … _: / / t. co / xnA3SSRSqo'],1,0
"['_ allocates _ _ complete infrastructural projects: NAIROBI, _ June 10 - _ government has set _ _ _: / / t. co / _']",1,0
['_ Uhuru _ started an _ project _ _ Kenya Affordable _ Project. Through _ projec _ _: / / t. co / xnA3SSRSqo'],1,0
['None of the _ launched _ mentioned _ the _ period are owned _ or meant to _ Kisumu county _ https: / / t. _ / _'],0,0
['Uhuru Kenyatta ’ s lieutenant be busy going around the country set up projection in an effort that was largely seen as … https: / / liothyronine. co / s7HjfPpzbv'],0,0
ODM Leader Raila Odinga's project launched on madaraka day not a fevour but in alignment of 2013 on counties contri… https://t.co/3HV17xUeTU,1,0
"[""Ace of Chairman Uhuru Kenyatta ' due south mega projects, the Capital of kenya Expressway, taking supreme headquarters allied powers europe day by day http: / / tonne. atomic number 27 / ebz4wLy1cH""]",1,0
['Chair Uhuru Republic of kenya protrude an ambitious project called the Kenya Affordable Caparison Project. Done this projec … hypertext transfer protocol: / / t. conscientious objector / xnA3SSRSqo'],1,0
['@ J_Ladiva @ _ @ PSCharlesHinga @ _ # RiverlineRidgesRuiruKE _ Project _ a nod _ _ _ _ https: / / _. co / LcKCZflqiz'],1,0
['None of the task launched or mentioned during the Madaraka period follow owned by or stand for to serve Kisumu county … http: / / t. co / JhYrJKa3Jz'],0,0
"[""ODM Drawing card Raila Odinga ' s projection found on madaraka day not a fevour but in alignment of 2013 on county contri … https: / / t. atomic number 27 / 3HV17xUeTU""]",1,0
['Uhuru Kenyatta ’ s lieutenant was interfering going around the country establish projects in an effort that embody for the most part seen as … http: / / t. carbon monoxide / s7HjfPpzbv'],0,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Project Got a nod from HE t … https: / / t. atomic number 27 / LcKCZflqiz'],1,0
['President _ _ started _ ambitious project called the _ Affordable _ Project. Through this projec _ https: / / _. _ / _'],1,0
['@ J_Ladiva @ Riverlineridges @ _ @ _ # RiverlineRidgesRuiruKE the Project _ a nod _ _ _ _ _: / / t. co / _'],1,0
"[""_ _ President Uhuru Kenyatta ' _ _ projects, the _ Expressway, _ shape _ _ day https: / / t. _ / ebz4wLy1cH""]",1,0
"[""I of President Uhuru Kenyatta ' s mega projects, the Capital of kenya Expressway, train shape twenty four hour period by day hypertext transfer protocol: / / thymine. co / ebz4wLy1cH""]",1,0
['_ _ _ s deputy was busy going around _ country launching _ in an _ _ _ largely seen as _ https: / / t. _ / s7HjfPpzbv'],0,0
"[""One _ President _ Kenyatta ' _ mega projects, the _ Expressway, _ shape day by _ https: / / _. _ / _""]",1,0
['_ of _ projects _ or _ _ the Madaraka period are _ by _ meant to serve Kisumu county … https: / / _. _ / JhYrJKa3Jz'],0,0
"[""One of President Uhuru _ ' s _ _, _ Nairobi Expressway, taking _ day _ _ _: / / t. _ / ebz4wLy1cH""]",1,0
"[""Ane of Chairperson Uhuru Kenyatta ' s mega projects, the Capital of kenya Expressway, take shape day by day https: / / thymine. co / ebz4wLy1cH""]",1,0
['President Uhuru _ _ an ambitious project _ _ _ _ Housing Project. _ this projec _ https: / / _. co / xnA3SSRSqo'],1,0
['Uhuru Kenyatta ’ s surrogate be officious buy the farm around the country establish projects in an effort that was for the most part seen as … https: / / t. co / s7HjfPpzbv'],0,0
['@ J_Ladiva @ Riverlineridges @ _ @ StateHouseKenya # RiverlineRidgesRuiruKE _ Project Got a _ from _ t _ _: / / _. _ / _'],1,0
['_ _ ’ s deputy was _ _ around the country launching _ in an _ that was largely _ _ … https: / / _. _ / s7HjfPpzbv'],0,0
['President Uhuru _ started _ ambitious _ _ the _ _ _ _. Through this projec … https: / / t. _ / xnA3SSRSqo'],1,0
['None of the project launched beaver state mentioned during the Madaraka period are owned by or meant to serve up Kisumu county … https: / / t. co / JhYrJKa3Jz'],0,0
"['Govt allocates Sh310bn to discharge infrastructural projects: NAIROBI, Republic of kenya June tenner - The government get set up aside … hypertext transfer protocol: / / t. conscientious objector / 2bybgVKlqN']",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Task Got a nod from atomic number 2 t … https: / / t. co / LcKCZflqiz'],1,0
['Uhuru _ ’ s deputy was _ _ around the country launching _ _ an _ that was _ seen as … _: / / t. _ / _'],0,0
['Uhuru Kenyatta ’ s deputy cost busybodied going around the land found project in an feat that was for the most part seen as … https: / / thyroxine. co / s7HjfPpzbv'],0,0
"[""Ace of Chairperson Uhuru Kenyatta ' randomness mega project, the Capital of kenya Expressway, taking shape day by daytime hypertext transfer protocol: / / t. co / ebz4wLy1cH""]",1,0
['None of the projects launched oregon mentioned during the Madaraka period represent owned by or meant to wait on Kisumu county … hypertext transfer protocol: / / t. carbon monoxide gas / JhYrJKa3Jz'],0,0
['_ Uhuru _ _ an ambitious _ called the Kenya _ Housing Project. _ this _ … https: / / _. _ / xnA3SSRSqo'],1,0
['President Uhuru Republic of kenya started an challenging projection called the Republic of kenya Affordable Lodging Project. Through with this projec … https: / / t. carbon monoxide gas / xnA3SSRSqo'],1,0
"[""One _ President Uhuru _ ' s _ _, the _ Expressway, _ shape day _ day _: / / t. _ / ebz4wLy1cH""]",1,0
"['Govt apportion Sh310bn to complete infrastructural projects: capital of kenya, Kenya June tenner - The government has adjust aside … hypertext transfer protocol: / / t. conscientious objector / 2bybgVKlqN']",1,0
['Uhuru Kenyatta ’ s deputy was busy going around the nation launching labor in an effort that be largely seen as … https: / / t. centennial state / s7HjfPpzbv'],0,0
"[""One _ _ Uhuru _ ' s _ _, the _ _, taking shape day by _ https: / / t. co / _""]",1,0
"[""Ace of United states president Uhuru Kenyatta ' s mega projection, the Nairobi Pike, taking shape twenty four hours by twenty four hours hypertext transfer protocol: / / t. co / ebz4wLy1cH""]",1,0
"['Govt allocates Sh310bn to complete infrastructural projects: NAIROBI, Kenya June ten - The government have put away … https: / / t. co / 2bybgVKlqN']",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Task Got a nod from HE t … https: / / tonne. colorado / LcKCZflqiz'],1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Project Got a nod from atomic number 2 t … https: / / mt. co / LcKCZflqiz'],1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Task Got a nod from atomic number 2 t … https: / / thymine. co / LcKCZflqiz'],1,0
['Uhuru Kenyatta ’ s deputy sheriff be busy going around the country launching projects in an feat that personify largely seen as … https: / / metric ton. carbon monoxide / s7HjfPpzbv'],0,0
['None of the project launch or mentioned during the Madaraka period are have by operating theatre signify to suffice Kisumu county … https: / / tonne. co / JhYrJKa3Jz'],0,0
['None of the _ _ or mentioned _ the Madaraka period are _ by _ meant to serve _ _ … _: / / t. co / _'],0,0
['President Uhuru Kenya get an ambitious projection visit the Kenya Affordable Living accommodations Project. Through this projec … http: / / t. conscientious objector / xnA3SSRSqo'],1,0
['@ J_Ladiva @ _ @ _ @ StateHouseKenya # _ _ Project Got a _ from _ t … _: / / _. _ / LcKCZflqiz'],1,0
"['Govt allocates Sh310bn to _ _ projects: NAIROBI, Kenya _ _ - _ _ has set _ … _: / / t. _ / 2bybgVKlqN']",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Task Got a nod from HE t … https: / / t. cobalt / LcKCZflqiz'],1,0
"[""ODM Leader _ Odinga ' _ _ launched on madaraka _ not a fevour _ _ _ of 2013 on _ contri … https: / / _. co / _""]",1,0
"[""One of _ _ Kenyatta ' s mega _, _ _ _, taking shape _ _ day https: / / t. _ / ebz4wLy1cH""]",1,0
"['Govt allocates Sh310bn to complete infrastructural projects: NAIROBI, Republic of kenya June x - The regime induce gear up apart … https: / / t. co / 2bybgVKlqN']",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Undertaking Got a nod from atomic number 2 t … https: / / t. co / LcKCZflqiz'],1,0
['@ J_Ladiva @ _ @ PSCharlesHinga @ _ # _ _ _ Got a _ from _ t _ _: / / t. co / LcKCZflqiz'],1,0
['_ of _ projects _ or _ during _ _ _ are owned by or meant to serve Kisumu _ … https: / / t. _ / JhYrJKa3Jz'],0,0
['None of the projection launched or mentioned during the Madaraka stop are owned by operating room meant to serve Kisumu county … https: / / t. conscientious objector / JhYrJKa3Jz'],0,0
"[""ODM Loss leader Raila Odinga ' sulfur project set in motion on madaraka sidereal day not a fevour but in alignment of 2013 on counties contri … http: / / t. co / 3HV17xUeTU""]",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ _ # _ the Project _ _ _ _ HE _ _ https: / / t. co / _'],1,0
['@ J_Ladiva @ _ @ _ @ StateHouseKenya # RiverlineRidgesRuiruKE _ Project _ a nod _ _ t … _: / / _. co / _'],1,0
['None of _ projects _ _ mentioned _ _ _ period are _ by or meant _ serve _ county … https: / / t. co / JhYrJKa3Jz'],0,0
['Uhuru Kenyatta ’ s _ _ _ _ around _ _ launching projects _ _ effort that was largely _ as … https: / / t. _ / s7HjfPpzbv'],0,0
"['Govt allocates Sh310bn _ complete infrastructural _: NAIROBI, _ _ _ - The _ has set _ _ _: / / t. co / 2bybgVKlqN']",1,0
['None _ the projects launched _ _ _ the Madaraka period are owned by _ _ _ serve _ county … https: / / t. _ / JhYrJKa3Jz'],0,0
